depth ,thickness
8710.43,4.52
8715.34,4.91
8718.11,2.77
8721.72,3.61
8726.69,4.97
8734.48,7.79
8741.65,7.17
8750.63,8.98
8755.15,4.52
8787.17,32.02
8793.16,5.99
8802.94,9.79
8844.15,41.21
8846.86,2.71
8849.18,2.32
8851.38,2.20
8853.69,2.32
8855.44,1.75
8857.87,2.43
8865.61,7.74
8869.00,3.39
8874.93,5.93
8880.35,5.42
8887.07,6.72
8895.20,8.13
8908.81,13.61
8912.37,3.56
8921.46,9.09
8928.74,7.28
8931.45,2.71
8937.21,5.76
8939.47,2.26
8942.24,2.77
8945.85,3.61
8950.43,4.57
8956.25,5.82
8958.39,2.15
8962.91,4.52
8967.14,4.24
8970.70,3.56
8976.07,5.36
8980.58,4.52
8984.71,4.12
8988.26,3.56
8991.82,3.56
8994.70,2.88
8998.20,3.50
9000.91,2.71
9003.23,2.32
9006.79,3.56
9012.66,5.87
9023.56,10.90
9034.01,10.45
9037.62,3.61
9042.36,4.74
9045.64,3.28
9048.86,3.22
9054.28,5.42
9058.35,4.07
9062.47,4.12
9068.62,6.16
9072.24,3.61
9076.81,4.57
9086.19,9.37
9094.43,8.24
9120.93,26.50
9123.34,2.41
9128.77,5.42
9138.70,9.94
9145.03,6.32
9154.01,8.98
9158.13,4.12
9161.35,3.22
9168.07,6.72
9172.19,4.12
9175.30,3.11
9178.91,3.61
9182.53,3.61
9185.69,3.16
9190.09,4.40
9193.31,3.22
9197.83,4.52
9205.06,7.23
9210.65,5.59
9227.19,16.55
9232.73,5.53
9235.89,3.16
9239.00,3.11
9243.51,4.52
9250.29,6.78
9254.87,4.57
9261.59,6.72
9265.14,3.56
9271.07,5.93
9274.63,3.56
9279.60,4.97
9282.42,2.82
9285.02,2.60
9289.20,4.18
9294.56,5.36
9299.59,5.03
9306.31,6.72
9310.48,4.17
9317.31,6.83
9321.26,3.95
9323.58,2.32
9325.84,2.26
9329.06,3.22
9333.01,3.95
9338.43,5.42
9345.32,6.89
9353.90,8.58
9361.08,7.17
9364.69,3.61
9366.89,2.20
9373.89,7.00
9375.98,2.09
9380.05,4.07
9386.26,6.21
9391.74,5.48
9396.77,5.03
9401.28,4.52
9410.37,9.09
9417.49,7.12
9421.16,3.67
9423.02,1.86
9426.53,3.50
9431.78,5.25
9525.28,93.50
9528.68,3.40
9538.11,9.43
9555.34,17.22
9562.23,6.89
9566.18,3.95
9569.68,3.50
9573.86,4.18
9576.40,2.54
9581.54,5.14
9585.61,4.07
9588.32,2.71
9590.52,2.20
9594.24,3.72
9600.05,5.82
9606.89,6.83
9628.40,21.52
9637.04,8.64
9642.92,5.87
9650.14,7.23
9672.85,22.70
9678.72,5.87
9694.53,15.81
9699.50,4.97
9702.61,3.11
9705.77,3.16
9709.44,3.67
9713.45,4.01
9718.42,4.97
9723.44,5.03
9728.47,5.03
9746.09,17.62
9751.00,4.91
9755.52,4.52
9763.20,7.68
9772.23,9.04
9775.79,3.56
9782.68,6.89
9789.06,6.38
9794.37,5.31
9804.88,10.50
9819.78,14.91
9827.29,7.51
9861.57,34.28
9867.56,5.99
9870.66,3.11
9873.94,3.28
9876.09,2.15
9879.02,2.94
9882.92,3.90
9888.28,5.36
9891.84,3.56
9895.51,3.67
9900.88,5.36
9904.55,3.67
9909.12,4.57
9920.47,11.35
10020.97,76.27
10023.28,2.31
10026.44,3.16
10027.68,1.24
10029.55,1.86
10030.51,0.96
10031.86,1.35
10033.61,1.75
10035.42,1.81
10036.72,1.30
10045.81,9.09
10049.08,3.27
10054.39,5.31
10066.39,12.00
10127.89,61.50
10131.22,3.33
10134.32,3.10
10137.94,3.61
10139.86,1.92
10141.95,2.09
10144.26,2.31
10146.58,2.31
10149.74,3.16
10153.29,3.56
10155.55,2.26
10158.66,3.10
10160.63,1.98
10167.69,7.06
10171.41,3.73
10175.48,4.06
10180.79,5.31
10186.83,6.04
10191.23,4.40
10196.92,5.69
10219.13,22.22
10220.70,1.56
10224.20,3.50
10226.06,1.86
10229.17,3.10
10231.93,2.77
10234.25,2.31
10239.16,4.91
10242.66,3.50
10249.49,6.83
10253.10,3.61
10258.58,5.48
10264.45,5.87
10276.59,12.14
10283.93,7.34
10288.33,4.40
10292.96,4.63
10296.57,3.61
10301.48,4.91
10307.81,6.32
10312.43,4.63
10316.84,4.40
10323.56,6.72
10328.13,4.57
10331.23,3.10
10335.30,4.06
10338.46,3.16
10341.17,2.71
10344.84,3.67
10348.96,4.12
10356.92,7.96
10359.74,2.82
10369.57,9.82
10376.96,7.40
10382.38,5.42
10386.44,4.06
10397.68,11.23
10400.39,2.71
10404.85,4.46
10409.31,4.46
10412.64,3.33
10415.74,3.10
10421.67,5.93
10426.64,4.97
10436.91,10.27
10442.79,5.87
10447.75,4.97
10451.37,3.61
10454.02,2.65
10457.29,3.27
10460.34,3.05
10463.56,3.22
10468.47,4.91
10477.56,9.09
10480.78,3.22
10484.79,4.01
10491.56,6.77
10500.14,8.58
10507.93,7.79
10520.92,12.98
10528.54,7.62
10542.54,14.00
10553.43,10.90
10562.86,9.43
10574.26,11.40
10606.76,32.50
10609.99,3.23
10616.21,6.21
10620.27,4.06
10622.42,2.15
10629.65,7.23
10632.92,3.27
10638.00,5.08
10644.21,6.21
10649.23,5.02
10655.11,5.87
10658.72,3.61
10662.61,3.90
10669.61,7.00
10674.58,4.97
10679.89,5.31
10687.17,7.28
10689.49,2.31
10692.99,3.50
10696.03,3.05
10698.97,2.94
10706.99,8.02
10712.91,5.93
10716.47,3.56
10723.36,6.89
10726.46,3.10
10729.62,3.16
10735.10,5.48
10740.46,5.36
10744.53,4.06
10749.83,5.31
10756.04,6.21
10760.39,4.35
10765.30,4.91
10768.92,3.61
10774.67,5.76
10779.59,4.91
10782.92,3.33
10787.43,4.52
10790.31,2.88
10793.70,3.39
10811.91,18.21
10828.23,16.33
10835.23,7.00
10843.06,7.83
10850.58,7.52
10854.34,3.76
10858.40,4.06
10860.59,2.18
10864.20,3.61
10867.81,3.61
10870.14,2.33
10874.13,3.99
10876.31,2.18
10881.35,5.04
10884.06,2.71
10887.15,3.08
10891.21,4.06
10894.07,2.86
10897.68,3.61
10901.74,4.06
10903.77,2.03
10906.71,2.93
